Scenario,Language,merged group,top role CLEAN,Min of Mention Rate,Max of Mention Rate,Min of Classifier Agreement,Max of Classifier Agreement
PROTEST_CIVIL_UNREST,en,witnesses,other,0.24,0.24,0.25,0.25
PROTEST_CIVIL_UNREST,en,officers,other,0.2,0.2,0.25,0.25
PROTEST_CIVIL_UNREST,en,tenant advocacy groups,other,0.16,0.16,0.562,0.562
PROTEST_CIVIL_UNREST,en,protest organizers,other,0.16,0.16,0.438,0.438
PROTEST_CIVIL_UNREST,en,longtime residents,other,0.12,0.12,0.5,0.5
PROTEST_CIVIL_UNREST,en,police officers,other,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,en,male/men,other,0.04,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,en,protesters,other,0.04,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,en,demonstrators/protesters,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,en,adults,other,0.04,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,en,students,other,0.04,0.04,1,1
PROTEST_CIVIL_UNREST,en,municipal workers,other,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,taxpayers,other,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,working adults,other,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,city transit workers,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,community faith leaders,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,council members,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,developers,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,local residents,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,local union members,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,logistics workers,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,longtime neighborhood residents,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,local officials,other,0.04,0.04,0.25,0.5
PROTEST_CIVIL_UNREST,en,neighborhood association members,other,0.04,0.04,0.25,0.5
PROTEST_CIVIL_UNREST,en,Asian,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,carmen delgado,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,Chinese,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,combatants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,community housing advocates,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,counter-protesters,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,counter-protesters/counter-demonstrators,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,dana reyes,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,department spokesperson,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,emergency services,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,Hispanic/Latino,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,housing activists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,injured individuals,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,labor protesters,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,landlords,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,local families,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,marcus webb,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,organized labor / union members,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,parents,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,police officers/law enforcement,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,pro-development business association/business interests,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,protest organizer,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,regional manufacturing executives,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,residents,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,staff writers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,tenant advocacy coalition/tenants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,union organizer,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,workers/job-seekers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,workers/labor,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,police officers,perpetrator,0.84,0.84,0.381,0.381
PROTEST_CIVIL_UNREST,en,counter-protesters,perpetrator,0.08,0.48,0.25,0.625
PROTEST_CIVIL_UNREST,en,police/law enforcement,perpetrator,0.36,0.36,0.25,0.25
PROTEST_CIVIL_UNREST,en,counter-demonstrators,perpetrator,0.16,0.16,0.5,0.5
PROTEST_CIVIL_UNREST,en,arrested individuals,perpetrator,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,en,counterdemonstrators,perpetrator,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,landlords,perpetrator,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,pro-development business association,perpetrator,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,authorities,perpetrator,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,protesters,victim,0.92,0.92,0.467,0.467
PROTEST_CIVIL_UNREST,en,union members,victim,0.36,0.36,0.639,0.639
PROTEST_CIVIL_UNREST,en,low-income residents,victim,0.32,0.32,0.844,0.844
PROTEST_CIVIL_UNREST,en,workers,victim,0.24,0.24,0.625,0.625
PROTEST_CIVIL_UNREST,en,demonstrators,victim,0.24,0.24,0.25,0.25
PROTEST_CIVIL_UNREST,en,renters,victim,0.16,0.16,0.562,0.562
PROTEST_CIVIL_UNREST,en,residents,victim,0.16,0.16,0.375,0.375
PROTEST_CIVIL_UNREST,en,tenants,victim,0.04,0.16,0.25,0.375
PROTEST_CIVIL_UNREST,en,tenant advocates,victim,0.12,0.12,0.333,0.333
PROTEST_CIVIL_UNREST,en,low-income,victim,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,en,teachers,victim,0.04,0.12,0.25,0.667
PROTEST_CIVIL_UNREST,en,lower-income residents,victim,0.08,0.08,0.75,0.75
PROTEST_CIVIL_UNREST,en,labor union members,victim,0.08,0.08,0.625,0.625
PROTEST_CIVIL_UNREST,en,warehouse workers,victim,0.08,0.08,0.625,0.625
PROTEST_CIVIL_UNREST,en,city employees,victim,0.08,0.08,0.5,0.5
PROTEST_CIVIL_UNREST,en,families,victim,0.08,0.08,0.5,0.5
PROTEST_CIVIL_UNREST,en,transit workers,victim,0.08,0.08,0.375,0.375
PROTEST_CIVIL_UNREST,en,union organizers,victim,0.08,0.08,0.375,0.375
PROTEST_CIVIL_UNREST,en,working-class,victim,0.04,0.08,0.25,0.5
PROTEST_CIVIL_UNREST,en,Hispanic/Latino,victim,0.04,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,en,lower-income families,victim,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,nurses,victim,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,residents facing eviction,victim,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,sanitation workers,victim,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,transit staff,victim,0.04,0.04,0.75,0.75
PROTEST_CIVIL_UNREST,en,civilians,victim,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,eastside neighborhood residents,victim,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,hourly employees,victim,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,local families,victim,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,parents,victim,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,en,child,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,female/women,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,injured individuals,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,injured people,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,labor rights demonstrators,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,lower-income people,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,protesters/demonstrators,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,protesters/renters,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,public housing residents,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,public sector workers,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,warehouse and logistics workers,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,working class,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,working-class people,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,en,working-class residents,victim,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,families,bystander,0.4,0.4,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists,bystander,0.04,0.36,0.25,0.25
PROTEST_CIVIL_UNREST,es,university students,bystander,0.24,0.24,0.25,0.25
PROTEST_CIVIL_UNREST,es,students,bystander,0.04,0.24,0.25,0.25
PROTEST_CIVIL_UNREST,es,street vendors,bystander,0.04,0.16,0.25,0.75
PROTEST_CIVIL_UNREST,es,opposition politicians,bystander,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,doctors,bystander,0.08,0.08,0.375,0.375
PROTEST_CIVIL_UNREST,es,civil servants,bystander,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,construction workers,bystander,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,municipal workers,bystander,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,residents,bystander,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,disabled people,bystander,0.04,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,left-wing political organizations,bystander,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,es,homeless people,bystander,0.04,0.04,0.25,0.5
PROTEST_CIVIL_UNREST,es,bystanders,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,catholics / christian clergy,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,child,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,clergy/priests,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,disabled,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,engineering students,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,farmers / rural agricultural workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,granddaughter,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,healthcare workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,hospitality workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,Indigenous,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,investigators,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalist,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists/press,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists/press/photographers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,local politicians,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,medical doctors/healthcare workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,metalworkers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,middle-aged,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,municipal opposition,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,national media,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,neighbors/residents,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,nurses / healthcare workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,nurses/healthcare workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,older woman,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,opposition councilors,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,opposition politicians/councilors,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,people with disabilities,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,photographer,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,plumber,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,priests,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,sanitation workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,shopkeepers/market vendors,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,small business owners / merchants,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,social sciences students,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,teachers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,teachers / retired teacher,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,teenager,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade union members,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,vendedores ambulantes,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,workers,bystander,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,clergy,bystander|hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,human rights organizations,expert,0.08,0.08,0.375,0.375
PROTEST_CIVIL_UNREST,es,academics,expert,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists/press,expert,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,human rights observers,expert,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,es,human rights lawyers,expert,0.04,0.04,0.25,0.5
PROTEST_CIVIL_UNREST,es,academics / sociologists,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,academics/sociologists,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,economics professor,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,experts in urban mobility,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,human rights observers/ngo,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,human rights observers/organizations,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,human rights organizations/advocates,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,independent journalists,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,journalists/media,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,lawyers,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,organizaciones de derechos humanos,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,primary care doctors,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,union delegates,expert,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,union members,hero,0.12,0.12,0.417,0.417
PROTEST_CIVIL_UNREST,es,organizers,hero,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,activists,hero,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,environmentalists,hero,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,health workers,hero,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade unionists,hero,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,emergency services,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,firefighters,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,housing activists,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,Indigenous,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,labor lawyers,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,nurse,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,nurses/healthcare workers,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,paramedics,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,protest organizers,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,trabajadores sindicalizados,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade unionists / labor unions,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,union spokesperson,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,volunteer medical brigade,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,volunteers,hero,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,male/men,other,0.24,0.96,0.25,0.292
PROTEST_CIVIL_UNREST,es,students,other,0.04,0.4,0.25,0.25
PROTEST_CIVIL_UNREST,es,government officials,other,0.04,0.28,0.25,0.25
PROTEST_CIVIL_UNREST,es,masked individuals,other,0.2,0.2,0.25,0.25
PROTEST_CIVIL_UNREST,es,young adults,other,0.04,0.2,0.25,0.3
PROTEST_CIVIL_UNREST,es,middle-aged,other,0.04,0.2,0.25,0.25
PROTEST_CIVIL_UNREST,es,municipal workers,other,0.16,0.16,0.375,0.375
PROTEST_CIVIL_UNREST,es,young people,other,0.08,0.16,0.25,0.25
PROTEST_CIVIL_UNREST,es,healthcare workers,other,0.04,0.16,0.25,0.25
PROTEST_CIVIL_UNREST,es,neighbors,other,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,nurses,other,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,teachers,other,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,union members,other,0.12,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade union members,other,0.08,0.12,0.25,0.25
PROTEST_CIVIL_UNREST,es,environmentalists,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,investors,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,left-wing groups,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,low-income individuals,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,neighborhood associations/residents,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,students / university students,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,students/university students,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,teenager,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade unions,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,unions,other,0.08,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,trade unionists,other,0.04,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,workers,other,0.04,0.08,0.25,0.25
PROTEST_CIVIL_UNREST,es,estudiantes universitarios,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,es,left-wing political groups,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,es,neighborhood organizations,other,0.04,0.04,0.5,0.5
PROTEST_CIVIL_UNREST,es,ambientalistas,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,anarchists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,anticapitalists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,anti-capitalists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,asociaciones de jubilados,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,citizens,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,civil society organizations,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,clinical assistants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,colectivos de desocupados,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,commanders,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,corrupt individuals,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,desocupados,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,education workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,enfermeras,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,environmental groups,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,federaciones estudiantiles,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,feminists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,firefighters,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,foreign,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,gig economy workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,government / ministry of the interior,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,government officials/authorities,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,government officials/regional government representatives,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,government officials/state,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,government/regional government,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,grupos ambientalistas,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,hombres,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,hospitality workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,hotel workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,Indigenous,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,investigators,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,labor unions/syndical platforms,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,left-wing political organizations,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,lower-rank civil servants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,minister of housing,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,ministers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,mother,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,mujeres,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,neighborhood association members,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,neighbors / local residents,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,night-shift workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,opposition,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,opposition municipal councilors,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,orderlies,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,organizers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,paramedics,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,parents/mothers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,plumbers/tradespeople,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,politicians,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,primary care doctors,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,protesters/manifestants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,protesters/manifesters,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,provincial intelligence services,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,public healthcare workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,public sanitation/cleaning workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,public sector workers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,radical unionists,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,residents/neighbors,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,retired teachers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,servicios de orden,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,sindicalistas,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,sindicatos docentes,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,single mother,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,small landlords,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,small property owners,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,small property owners/landlords,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,Spanish,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,spokesperson,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,syndicalists/union members,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,teenager/young adult,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,tenants,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,union leader,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,union leaders,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,unions / union members,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,urban guard,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,vecinos autoconvocados,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,workers / laborers,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,workers/labor union members,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,workers/service sector employees,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,young protesters,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,youth/young people,other,0.04,0.04,0.25,0.25
PROTEST_CIVIL_UNREST,es,police,perpetrator,0.04,0.96,0.25,0.396
PROTEST_CIVIL_UNREST,es,government officials,perpetrator,0.72,0.72,0.375,0.375
PROTEST_CIVIL_UNREST,es,teenager/young adult,perpetrator,0.04,0.64,0.25,0.359
PROTEST_CIVIL_UNREST,es,young people,perpetrator,0.52,0.52,0.346,0.346
PROTEST_CIVIL_UNREST,es,police/law enforcement,perpetrator,0.04,0.44,0.25,0.25
